,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
GER-Bundesliga,1516,Ingolstadt,Ørjan Nyland,NOR,GK,24,1990,6,6,540,6.0,13,2.17,28,15,53.6,0,2,4,0,0.0,,,,,
GER-Bundesliga,1516,Köln,Thomas Kessler,GER,GK,29,1986,1,1,90,1.0,2,2.0,5,3,60.0,0,1,0,0,0.0,,,,,
GER-Bundesliga,1516,Köln,Timo Horn,GER,GK,22,1993,33,33,2970,33.0,40,1.21,155,115,74.2,10,12,11,8,24.2,,,,,
GER-Bundesliga,1516,Leverkusen,Bernd Leno,GER,GK,23,1992,33,33,2970,33.0,38,1.15,134,96,71.6,17,6,10,13,39.4,,,,,
GER-Bundesliga,1516,Leverkusen,Dario Krešić,CRO,GK,31,1984,1,1,46,0.5,1,1.96,2,1,50.0,1,0,0,0,0.0,,,,,
GER-Bundesliga,1516,Leverkusen,David Yelldell,USA,GK,33,1981,1,0,44,0.5,1,2.05,3,2,66.7,0,0,0,0,,,,,,
GER-Bundesliga,1516,Mainz 05,Loris Karius,GER,GK,22,1993,34,34,3060,34.0,42,1.24,159,117,73.6,14,8,12,9,26.5,,,,,
GER-Bundesliga,1516,Schalke 04,Ralf Fährmann,GER,GK,26,1988,34,34,3059,34.0,49,1.44,184,135,73.4,15,7,12,8,23.5,,,,,
GER-Bundesliga,1516,Stuttgart,Mitchell Langerak,AUS,GK,26,1988,2,2,180,2.0,6,3.0,18,12,66.7,0,0,2,0,0.0,,,,,
GER-Bundesliga,1516,Stuttgart,Odysseas Vlachodimos,GRE,GK,21,1994,3,2,203,2.3,8,3.55,12,4,33.3,0,0,2,0,0.0,,,,,
GER-Bundesliga,1516,Stuttgart,Przemysław Tytoń,POL,GK,28,1987,30,30,2677,29.7,61,2.05,178,117,65.7,9,6,15,4,13.3,,,,,
GER-Bundesliga,1516,Werder Bremen,Felix Wiedwald,GER,GK,25,1990,34,34,3060,34.0,40,1.18,165,125,75.8,10,12,12,8,23.5,,,,,
GER-Bundesliga,1516,Wolfsburg,Diego Benaglio,SUI,GK,31,1983,21,21,1890,21.0,39,1.86,103,64,62.1,5,5,11,5,23.8,,,,,
GER-Bundesliga,1516,Wolfsburg,Koen Casteels,BEL,GK,23,1992,13,13,1170,13.0,10,0.77,50,40,80.0,7,4,2,4,30.8,,,,,
GER-Bundesliga,1617,Augsburg,Andreas Luthe,GER,GK,29,1987,2,2,180,2.0,1,0.5,14,13,92.9,0,2,0,1,50.0,0,0,0,0,
GER-Bundesliga,1617,Augsburg,Marwin Hitz,SUI,GK,28,1987,32,32,2880,32.0,50,1.56,162,112,71.6,9,9,14,7,21.9,5,4,0,1,0.0
GER-Bundesliga,1617,Bayern Munich,Manuel Neuer,GER,GK,30,1986,26,26,2340,26.0,13,0.5,67,54,80.6,19,6,1,14,53.8,0,0,0,0,
GER-Bundesliga,1617,Bayern Munich,Sven Ulreich,GER,GK,27,1988,5,5,450,5.0,4,0.8,16,12,81.3,3,1,1,2,40.0,1,1,0,0,0.0
GER-Bundesliga,1617,Bayern Munich,Tom Starke,GER,GK,35,1981,3,3,270,3.0,5,1.67,17,12,76.5,3,0,0,1,33.3,2,1,1,0,50.0
GER-Bundesliga,1617,Darmstadt 98,Daniel Heuer Fernandes,POR,GK,23,1992,7,6,576,6.4,13,2.03,43,30,72.1,1,1,4,0,0.0,1,1,0,0,0.0
GER-Bundesliga,1617,Darmstadt 98,Michael Esser,GER,GK,28,1987,28,28,2484,27.6,50,1.81,144,94,68.8,6,3,19,3,10.7,7,5,1,1,16.7
GER-Bundesliga,1617,Dortmund,Roman Bürki,SUI,GK,25,1990,27,27,2430,27.0,29,1.07,97,68,72.2,16,6,5,9,33.3,2,2,0,0,0.0
GER-Bundesliga,1617,Dortmund,Roman Weidenfeller,GER,GK,35,1980,7,7,630,7.0,11,1.57,28,17,60.7,2,4,1,0,0.0,0,0,0,0,
GER-Bundesliga,1617,Eintracht Frankfurt,Heinz Lindner,AUT,GK,26,1990,2,1,175,1.9,3,1.54,9,6,66.7,1,0,1,1,100.0,0,0,0,0,
GER-Bundesliga,1617,Eintracht Frankfurt,Lukáš Hrádecký,FIN,GK,26,1989,33,33,2883,32.0,40,1.25,111,71,66.7,10,9,13,10,30.3,4,3,0,1,0.0
GER-Bundesliga,1617,Freiburg,Alexander Schwolow,GER,GK,24,1992,34,34,3060,34.0,60,1.76,165,105,66.1,14,6,14,6,17.6,6,4,2,0,33.3
GER-Bundesliga,1617,Gladbach,Yann Sommer,SUI,GK,27,1988,34,34,3060,34.0,49,1.44,146,97,69.2,12,9,13,10,29.4,5,4,0,1,0.0
GER-Bundesliga,1617,Hamburger SV,Christian Mathenia,GER,GK,24,1992,14,14,1260,14.0,19,1.36,58,39,70.7,5,4,5,3,21.4,2,2,0,0,0.0
GER-Bundesliga,1617,Hamburger SV,René Adler,GER,GK,31,1985,19,19,1710,19.0,38,2.0,87,49,59.8,5,4,10,5,26.3,6,3,1,2,25.0
GER-Bundesliga,1617,Hamburger SV,Tom Mickel,GER,GK,27,1989,1,1,90,1.0,4,4.0,9,5,55.6,0,0,1,0,0.0,0,0,0,0,
GER-Bundesliga,1617,Hertha BSC,Rune Jarstein,NOR,GK,31,1984,34,34,3060,34.0,47,1.38,150,103,71.3,15,4,15,11,32.4,5,4,1,0,20.0
GER-Bundesliga,1617,Hoffenheim,Oliver Baumann,GER,GK,26,1990,34,34,3060,34.0,37,1.09,150,113,76.0,16,14,4,12,35.3,3,1,1,1,50.0
GER-Bundesliga,1617,Ingolstadt,Martin Hansen,DEN,GK,26,1990,23,23,2037,22.6,34,1.5,98,64,70.4,8,5,10,3,13.0,6,5,1,0,16.7
GER-Bundesliga,1617,Ingolstadt,Ørjan Nyland,NOR,GK,25,1990,12,11,1023,11.4,23,2.02,62,39,66.1,0,3,8,0,0.0,2,2,0,0,0.0
GER-Bundesliga,1617,Köln,Sven Müller,GER,GK,20,1996,1,1,90,1.0,0,0.0,4,4,100.0,0,1,0,1,100.0,0,0,0,0,
GER-Bundesliga,1617,Köln,Thomas Kessler,GER,GK,30,1986,13,13,1170,13.0,18,1.38,64,46,73.4,3,6,4,3,23.1,1,1,0,0,0.0
GER-Bundesliga,1617,Köln,Timo Horn,GER,GK,23,1993,20,20,1800,20.0,24,1.2,91,67,76.9,9,6,5,6,30.0,3,3,0,0,0.0
GER-Bundesliga,1617,Leverkusen,Bernd Leno,GER,GK,24,1992,34,34,3060,34.0,55,1.62,160,105,67.5,11,8,15,6,17.6,3,3,0,0,0.0
GER-Bundesliga,1617,Mainz 05,Jannik Huth,GER,GK,22,1994,7,7,630,7.0,9,1.29,26,17,65.4,2,2,3,2,28.6,0,0,0,0,
GER-Bundesliga,1617,Mainz 05,Jonas Lössl,DEN,GK,27,1989,27,27,2430,27.0,46,1.7,134,88,67.9,8,5,14,5,18.5,4,3,1,0,25.0
GER-Bundesliga,1617,RB Leipzig,Fabio Coltorti,SUI,GK,35,1980,1,1,90,1.0,0,0.0,2,2,100.0,1,0,0,1,100.0,0,0,0,0,
GER-Bundesliga,1617,RB Leipzig,Péter Gulácsi,HUN,GK,26,1990,33,33,2970,33.0,39,1.18,102,63,64.7,19,7,7,9,27.3,5,3,2,0,40.0
GER-Bundesliga,1617,Schalke 04,Ralf Fährmann,GER,GK,27,1988,34,34,3060,34.0,40,1.18,118,78,71.2,11,10,13,8,23.5,10,6,4,0,40.0
GER-Bundesliga,1617,Werder Bremen,Felix Wiedwald,GER,GK,26,1990,25,24,2209,24.5,49,2.0,145,96,70.3,10,2,13,5,20.8,8,6,2,0,25.0
GER-Bundesliga,1617,Werder Bremen,Jaroslav Drobný,CZE,GK,36,1979,10,10,849,9.4,15,1.59,45,30,71.1,3,4,2,1,10.0,2,2,0,0,0.0
GER-Bundesliga,1617,Wolfsburg,Diego Benaglio,SUI,GK,32,1983,14,14,1260,14.0,22,1.57,63,41,68.3,5,1,8,3,21.4,4,2,1,1,33.3
GER-Bundesliga,1617,Wolfsburg,Koen Casteels,BEL,GK,24,1992,20,20,1800,20.0,30,1.5,92,62,67.4,5,6,9,8,40.0,1,0,0,1,
GER-Bundesliga,1718,Augsburg,Andreas Luthe,GER,GK,30,1987,2,2,180,2.0,4,2.0,7,3,57.1,0,1,1,0,0.0,1,1,0,0,0.0
GER-Bundesliga,1718,Augsburg,Marwin Hitz,SUI,GK,29,1987,32,32,2880,32.0,42,1.31,157,115,73.9,10,10,12,9,28.1,2,1,1,0,50.0
GER-Bundesliga,1718,Bayern Munich,Manuel Neuer,GER,GK,31,1986,3,3,270,3.0,2,0.67,8,6,75.0,2,0,1,2,66.7,0,0,0,0,
GER-Bundesliga,1718,Bayern Munich,Sven Ulreich,GER,GK,28,1988,29,29,2610,29.0,26,0.9,86,60,70.9,23,3,3,12,41.4,5,1,4,0,80.0
GER-Bundesliga,1718,Bayern Munich,Tom Starke,GER,GK,36,1981,2,2,180,2.0,0,0.0,6,6,100.0,2,0,0,2,100.0,0,0,0,0,
GER-Bundesliga,1718,Dortmund,Roman Bürki,SUI,GK,26,1990,33,33,2969,33.0,43,1.3,144,101,71.5,15,9,9,12,36.4,2,2,0,0,0.0
GER-Bundesliga,1718,Dortmund,Roman Weidenfeller,GER,GK,36,1980,2,1,91,1.0,4,3.96,6,2,33.3,0,1,0,0,0.0,0,0,0,0,
GER-Bundesliga,1718,Eintracht Frankfurt,Lukáš Hrádecký,FIN,GK,27,1989,34,34,3060,34.0,45,1.32,142,97,69.7,14,7,13,7,20.6,3,2,0,1,0.0
GER-Bundesliga,1718,Freiburg,Alexander Schwolow,GER,GK,25,1992,33,33,2906,32.3,53,1.64,149,96,67.1,7,11,14,9,27.3,5,4,0,1,0.0
GER-Bundesliga,1718,Freiburg,Rafał Gikiewicz,POL,GK,29,1987,2,1,154,1.7,3,1.75,6,3,50.0,1,1,0,0,0.0,0,0,0,0,
GER-Bundesliga,1718,Gladbach,Tobias Sippel,GER,GK,29,1988,5,4,435,4.8,10,2.07,23,13,56.5,1,0,4,1,25.0,0,0,0,0,
GER-Bundesliga,1718,Gladbach,Yann Sommer,SUI,GK,28,1988,30,30,2625,29.2,42,1.44,150,108,74.7,12,8,9,6,20.0,4,4,0,0,0.0
GER-Bundesliga,1718,Hamburger SV,Christian Mathenia,GER,GK,25,1992,24,24,2160,24.0,38,1.58,90,52,61.1,4,6,14,6,25.0,4,3,0,1,0.0
GER-Bundesliga,1718,Hamburger SV,Julian Pollersbeck,GER,GK,22,1994,10,10,900,10.0,15,1.5,49,34,69.4,4,1,5,1,10.0,0,0,0,0,
GER-Bundesliga,1718,Hannover 96,Michael Esser,GER,GK,29,1987,3,3,270,3.0,9,3.0,14,5,35.7,1,0,2,0,0.0,1,0,0,1,
GER-Bundesliga,1718,Hannover 96,Philipp Tschauner,GER,GK,31,1985,31,31,2790,31.0,45,1.45,157,112,72.6,9,9,13,5,16.1,3,2,0,1,0.0
GER-Bundesliga,1718,Hertha BSC,Rune Jarstein,NOR,GK,32,1984,31,31,2790,31.0,44,1.42,142,98,72.5,10,10,11,7,22.6,6,5,0,1,0.0
GER-Bundesliga,1718,Hertha BSC,Thomas Kraft,GER,GK,29,1988,3,3,270,3.0,2,0.67,15,13,93.3,0,3,0,1,33.3,1,1,0,0,0.0
GER-Bundesliga,1718,Hoffenheim,Oliver Baumann,GER,GK,27,1990,34,34,3060,34.0,48,1.41,150,102,70.0,15,10,9,10,29.4,4,3,1,0,25.0
GER-Bundesliga,1718,Köln,Timo Horn,GER,GK,24,1993,34,34,3060,34.0,70,2.06,208,138,70.2,5,7,22,5,14.7,9,8,1,0,11.1
GER-Bundesliga,1718,Leverkusen,Bernd Leno,GER,GK,25,1992,33,33,2970,33.0,40,1.21,113,73,69.0,15,10,8,10,30.3,5,5,0,0,0.0
GER-Bundesliga,1718,Leverkusen,Ramazan Özcan,AUT,GK,33,1984,1,1,90,1.0,4,4.0,9,5,55.6,0,0,1,0,0.0,1,0,1,0,100.0
GER-Bundesliga,1718,Mainz 05,Florian Müller,GER,GK,19,1997,5,5,450,5.0,7,1.4,21,14,66.7,1,1,3,1,20.0,1,0,1,0,100.0
GER-Bundesliga,1718,Mainz 05,René Adler,GER,GK,32,1985,14,14,1260,14.0,18,1.29,56,38,69.6,5,3,6,4,28.6,2,1,0,1,0.0
GER-Bundesliga,1718,Mainz 05,Robin Zentner,GER,GK,22,1994,15,15,1350,15.0,27,1.8,67,40,65.7,3,5,7,2,13.3,4,4,0,0,0.0
GER-Bundesliga,1718,RB Leipzig,Péter Gulácsi,HUN,GK,27,1990,33,33,2970,33.0,52,1.58,149,97,68.5,15,8,10,6,18.2,5,5,0,0,0.0
GER-Bundesliga,1718,RB Leipzig,Yvon Mvogo,SUI,GK,23,1994,1,1,90,1.0,1,1.0,2,1,50.0,0,0,1,0,0.0,0,0,0,0,
GER-Bundesliga,1718,Schalke 04,Alexander Nübel,GER,GK,20,1996,1,0,45,0.5,0,0.0,1,1,100.0,0,0,0,0,,0,0,0,0,
GER-Bundesliga,1718,Schalke 04,Ralf Fährmann,GER,GK,28,1988,34,34,3015,33.5,37,1.1,128,91,73.4,18,9,7,12,35.3,6,3,2,1,40.0
GER-Bundesliga,1718,Stuttgart,Ron-Robert Zieler,GER,GK,28,1989,34,34,3060,34.0,36,1.06,156,120,79.5,15,6,13,12,35.3,6,4,2,0,33.3
GER-Bundesliga,1718,Werder Bremen,Jiří Pavlenka,CZE,GK,25,1992,34,34,3060,34.0,40,1.18,165,125,77.0,10,12,12,8,23.5,4,2,1,1,33.3
GER-Bundesliga,1718,Wolfsburg,Koen Casteels,BEL,GK,25,1992,34,34,3060,34.0,48,1.41,154,106,72.7,6,15,13,8,23.5,10,6,3,1,33.3
GER-Bundesliga,1819,Augsburg,Andreas Luthe,GER,GK,31,1987,15,14,1310,14.6,22,1.51,79,57,72.2,3,5,6,2,14.3,0,0,0,0,
GER-Bundesliga,1819,Augsburg,Fabian Giefer,GER,GK,28,1990,4,4,360,4.0,7,1.75,19,12,63.2,1,1,2,0,0.0,0,0,0,0,
GER-Bundesliga,1819,Augsburg,Gregor Kobel,SUI,GK,20,1997,16,16,1390,15.4,42,2.72,90,50,54.4,4,2,10,3,18.8,2,1,1,0,50.0
GER-Bundesliga,1819,Bayern Munich,Manuel Neuer,GER,GK,32,1986,26,26,2303,25.6,23,0.9,54,34,63.0,20,3,3,10,38.5,3,3,0,0,0.0
GER-Bundesliga,1819,Bayern Munich,Sven Ulreich,GER,GK,29,1988,9,8,757,8.4,9,1.07,21,14,66.7,4,3,1,2,25.0,3,2,0,1,0.0
GER-Bundesliga,1819,Dortmund,Marwin Hitz,SUI,GK,30,1987,2,2,180,2.0,4,2.0,6,2,33.3,2,0,0,0,0.0,1,0,0,1,
GER-Bundesliga,1819,Dortmund,Roman Bürki,SUI,GK,27,1990,32,32,2880,32.0,40,1.25,125,89,71.2,21,7,4,10,31.3,4,4,0,0,0.0
GER-Bundesliga,1819,Düsseldorf,Jaroslav Drobný,CZE,GK,38,1979,2,2,180,2.0,3,1.5,9,6,66.7,1,0,1,0,0.0,0,0,0,0,
GER-Bundesliga,1819,Düsseldorf,Michael Rensing,GER,GK,34,1984,32,32,2880,32.0,62,1.94,163,108,66.3,12,5,15,5,15.6,7,7,0,0,0.0
GER-Bundesliga,1819,Eintracht Frankfurt,Frederik Rønnow,DEN,GK,25,1992,2,1,122,1.4,0,0.0,7,7,100.0,1,0,0,1,100.0,0,0,0,0,
GER-Bundesliga,1819,Eintracht Frankfurt,Kevin Trapp,GER,GK,28,1990,33,33,2938,32.6,48,1.47,163,116,71.2,14,9,10,8,24.2,1,1,0,0,0.0
GER-Bundesliga,1819,Freiburg,Alexander Schwolow,GER,GK,26,1992,33,33,2970,33.0,60,1.82,165,112,67.9,7,12,14,5,15.2,7,7,0,0,0.0
GER-Bundesliga,1819,Freiburg,Mark Flekken,NED,GK,25,1993,1,1,90,1.0,1,1.0,5,4,80.0,1,0,0,0,0.0,0,0,0,0,
GER-Bundesliga,1819,Gladbach,Yann Sommer,SUI,GK,29,1988,34,34,3060,34.0,43,1.26,154,114,74.0,16,7,11,13,38.2,3,3,0,0,0.0
GER-Bundesliga,1819,Hannover 96,Michael Esser,GER,GK,30,1987,32,32,2880,32.0,67,2.09,209,148,70.3,5,6,21,5,15.6,6,5,1,0,16.7
GER-Bundesliga,1819,Hannover 96,Philipp Tschauner,GER,GK,32,1985,1,1,90,1.0,3,3.0,5,3,60.0,0,0,1,0,0.0,1,1,0,0,0.0
GER-Bundesliga,1819,Hannover 96,Samuel Şahin-Radlinger,AUT,GK,25,1992,1,1,90,1.0,2,2.0,7,5,71.4,0,0,1,0,0.0,0,0,0,0,
GER-Bundesliga,1819,Hertha BSC,Rune Jarstein,NOR,GK,33,1984,31,31,2745,30.5,48,1.57,145,100,68.3,9,10,12,8,25.8,4,2,1,1,33.3
GER-Bundesliga,1819,Hertha BSC,Thomas Kraft,GER,GK,30,1988,4,3,315,3.5,9,2.57,14,7,50.0,2,0,1,1,33.3,2,2,0,0,0.0
GER-Bundesliga,1819,Hoffenheim,Gregor Kobel,SUI,GK,20,1997,1,1,90,1.0,1,1.0,6,6,100.0,1,0,0,0,0.0,1,1,0,0,0.0
GER-Bundesliga,1819,Hoffenheim,Oliver Baumann,GER,GK,28,1990,33,33,2970,33.0,51,1.55,161,117,72.0,12,12,9,5,15.2,7,6,1,0,14.3
GER-Bundesliga,1819,Leverkusen,Lukáš Hrádecký,FIN,GK,28,1989,32,32,2880,32.0,49,1.53,127,82,63.8,18,4,10,9,28.1,4,3,1,0,25.0
GER-Bundesliga,1819,Leverkusen,Ramazan Özcan,AUT,GK,34,1984,2,2,180,2.0,5,2.5,10,7,60.0,0,0,2,0,0.0,2,1,1,0,50.0
GER-Bundesliga,1819,Mainz 05,Florian Müller,GER,GK,20,1997,24,24,2160,24.0,43,1.79,121,81,66.9,8,3,13,5,20.8,4,3,0,1,0.0
GER-Bundesliga,1819,Mainz 05,Robin Zentner,GER,GK,23,1994,10,10,900,10.0,14,1.4,51,37,72.5,4,4,2,2,20.0,0,0,0,0,
GER-Bundesliga,1819,Nürnberg,Christian Mathenia,GER,GK,26,1992,22,22,1933,21.5,40,1.86,121,82,67.8,1,7,14,2,9.1,1,1,0,0,0.0
GER-Bundesliga,1819,Nürnberg,Fabian Bredlow,GER,GK,23,1995,14,12,1127,12.5,28,2.24,60,33,55.0,2,3,7,2,16.7,3,1,1,1,50.0
GER-Bundesliga,1819,RB Leipzig,Péter Gulácsi,HUN,GK,28,1990,33,33,2925,32.5,28,0.86,117,93,79.5,19,9,5,16,48.5,5,4,0,1,0.0
GER-Bundesliga,1819,RB Leipzig,Yvon Mvogo,SUI,GK,24,1994,2,1,135,1.5,2,1.33,3,2,66.7,0,0,1,1,100.0,1,1,0,0,0.0
GER-Bundesliga,1819,Schalke 04,Alexander Nübel,GER,GK,21,1996,18,18,1588,17.6,29,1.64,80,55,67.5,4,6,8,4,22.2,4,3,1,0,25.0
GER-Bundesliga,1819,Schalke 04,Ralf Fährmann,GER,GK,29,1988,17,16,1469,16.3,26,1.59,82,58,70.7,4,3,9,3,18.8,2,2,0,0,0.0
GER-Bundesliga,1819,Stuttgart,Ron-Robert Zieler,GER,GK,29,1989,34,34,3060,34.0,70,2.06,181,113,62.4,7,7,20,6,17.6,3,2,0,1,0.0
GER-Bundesliga,1819,Werder Bremen,Jiří Pavlenka,CZE,GK,26,1992,34,34,2978,33.1,47,1.42,149,105,70.5,14,11,9,5,14.7,4,3,0,1,0.0
GER-Bundesliga,1819,Werder Bremen,Luca Plogmann,GER,GK,18,2000,1,0,37,0.4,1,2.43,0,0,,0,0,0,0,,1,1,0,0,0.0
GER-Bundesliga,1819,Werder Bremen,Stefanos Kapino,GRE,GK,24,1994,1,0,45,0.5,1,2.0,3,2,66.7,0,0,0,0,,0,0,0,0,
GER-Bundesliga,1819,Wolfsburg,Koen Casteels,BEL,GK,26,1992,26,26,2295,25.5,39,1.53,113,79,69.0,11,6,9,8,30.8,5,4,1,0,20.0
GER-Bundesliga,1819,Wolfsburg,Pavao Pervan,AUT,GK,30,1987,10,8,765,8.5,11,1.29,41,30,73.2,5,1,2,1,12.5,1,0,0,1,
GER-Bundesliga,1920,Augsburg,Andreas Luthe,GER,GK,32,1987,10,10,900,10.0,12,1.2,34,22,64.7,3,3,4,3,30.0,0,0,0,0,
GER-Bundesliga,1920,Augsburg,Tomáš Koubek,CZE,GK,26,1992,24,24,2160,24.0,51,2.12,125,75,59.2,6,6,12,4,16.7,1,0,1,0,100.0
GER-Bundesliga,1920,Bayern Munich,Manuel Neuer,GER,GK,33,1986,33,33,2970,33.0,31,0.94,109,82,74.3,25,4,4,15,45.5,4,3,1,0,25.0
GER-Bundesliga,1920,Bayern Munich,Sven Ulreich,GER,GK,30,1988,2,2,90,1.0,1,1.0,3,2,66.7,1,0,0,0,0.0,0,0,0,0,
GER-Bundesliga,1920,Dortmund,Marwin Hitz,SUI,GK,31,1987,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100.0,0,0,0,0,
GER-Bundesliga,1920,Dortmund,Roman Bürki,SUI,GK,28,1990,31,31,2770,30.8,40,1.3,95,58,61.1,19,5,7,13,41.9,3,3,0,0,0.0
GER-Bundesliga,1920,Düsseldorf,Florian Kastenmeier,GER,GK,22,1997,17,17,1530,17.0,31,1.82,77,49,62.3,2,9,6,2,11.8,3,2,1,0,33.3
GER-Bundesliga,1920,Düsseldorf,Zack Steffen,USA,GK,24,1995,17,17,1530,17.0,36,2.12,97,63,63.9,4,3,10,2,11.8,2,1,1,0,50.0
GER-Bundesliga,1920,Eintracht Frankfurt,Felix Wiedwald,GER,GK,29,1990,3,3,270,3.0,8,2.67,20,12,60.0,0,0,3,0,0.0,0,0,0,0,
GER-Bundesliga,1920,Eintracht Frankfurt,Frederik Rønnow,DEN,GK,26,1992,9,9,810,9.0,14,1.56,49,37,75.5,2,3,4,1,11.1,2,2,0,0,0.0
GER-Bundesliga,1920,Eintracht Frankfurt,Kevin Trapp,GER,GK,29,1990,22,22,1980,22.0,38,1.73,107,70,65.4,11,3,8,4,18.2,1,1,0,0,0.0
GER-Bundesliga,1920,Freiburg,Alexander Schwolow,GER,GK,27,1992,24,24,2091,23.2,32,1.38,117,87,75.2,9,6,9,4,16.7,3,3,0,0,0.0
GER-Bundesliga,1920,Freiburg,Mark Flekken,NED,GK,26,1993,10,10,900,10.0,14,1.4,70,56,80.0,4,3,3,3,30.0,1,0,0,1,
GER-Bundesliga,1920,Freiburg,Niclas Thiede,GER,GK,20,1999,1,0,69,0.8,1,1.3,4,3,75.0,0,0,0,0,,0,0,0,0,
GER-Bundesliga,1920,Gladbach,Yann Sommer,SUI,GK,30,1988,34,34,3060,34.0,40,1.18,156,118,75.0,20,5,9,7,20.6,2,1,1,0,50.0
GER-Bundesliga,1920,Hertha BSC,Dennis Smarsch,GER,GK,20,1999,2,1,151,1.7,4,2.38,11,7,63.6,0,0,1,0,0.0,0,0,0,0,
GER-Bundesliga,1920,Hertha BSC,Rune Jarstein,NOR,GK,34,1984,29,29,2547,28.3,46,1.63,136,97,71.3,11,5,13,9,31.0,7,7,0,0,0.0
GER-Bundesliga,1920,Hertha BSC,Thomas Kraft,GER,GK,31,1988,4,4,360,4.0,9,2.25,19,10,52.6,0,3,1,0,0.0,0,0,0,0,
GER-Bundesliga,1920,Hoffenheim,Oliver Baumann,GER,GK,29,1990,30,30,2700,30.0,49,1.63,139,97,68.3,13,7,10,7,23.3,7,5,2,0,28.6
GER-Bundesliga,1920,Hoffenheim,Philipp Pentke,GER,GK,34,1985,4,4,360,4.0,4,1.0,20,17,85.0,2,0,2,1,25.0,1,1,0,0,0.0
GER-Bundesliga,1920,Köln,Timo Horn,GER,GK,26,1993,34,34,3060,34.0,69,2.03,151,88,57.0,10,6,18,6,17.6,6,4,2,0,33.3
GER-Bundesliga,1920,Leverkusen,Lukáš Hrádecký,FIN,GK,29,1989,34,34,3060,34.0,44,1.29,142,100,70.4,19,6,9,10,29.4,2,2,0,0,0.0
GER-Bundesliga,1920,Mainz 05,Florian Müller,GER,GK,21,1997,13,12,1125,12.5,25,2.0,64,42,64.1,3,2,7,2,16.7,3,2,1,0,33.3
GER-Bundesliga,1920,Mainz 05,Robin Zentner,GER,GK,24,1994,22,22,1935,21.5,40,1.86,115,77,66.1,8,2,12,3,13.6,2,1,1,0,50.0
GER-Bundesliga,1920,Paderborn 07,Jannik Huth,GER,GK,25,1994,6,6,540,6.0,17,2.83,32,16,50.0,0,1,5,0,0.0,1,1,0,0,0.0
GER-Bundesliga,1920,Paderborn 07,Leopold Zingerle,GER,GK,25,1994,28,28,2520,28.0,57,2.04,149,96,63.8,4,7,17,5,17.9,4,3,1,0,25.0
GER-Bundesliga,1920,RB Leipzig,Péter Gulácsi,HUN,GK,29,1990,32,32,2880,32.0,34,1.06,116,83,72.4,16,12,4,10,31.3,2,2,0,0,0.0
GER-Bundesliga,1920,RB Leipzig,Yvon Mvogo,SUI,GK,25,1994,2,2,180,2.0,3,1.5,5,2,40.0,2,0,0,0,0.0,0,0,0,0,
GER-Bundesliga,1920,Schalke 04,Alexander Nübel,GER,GK,22,1996,26,26,2315,25.7,40,1.56,116,80,69.0,8,9,9,6,23.1,4,4,0,0,0.0
GER-Bundesliga,1920,Schalke 04,Markus Schubert,GER,GK,21,1998,9,8,742,8.2,18,2.18,53,37,69.8,1,3,4,2,25.0,2,2,0,0,0.0
GER-Bundesliga,1920,Union Berlin,Moritz Nicolas,GER,GK,21,1997,1,1,90,1.0,4,4.0,8,4,50.0,0,0,1,0,0.0,0,0,0,0,
GER-Bundesliga,1920,Union Berlin,Rafał Gikiewicz,POL,GK,31,1987,33,33,2970,33.0,54,1.64,155,105,67.1,12,5,16,8,24.2,4,3,1,0,25.0
GER-Bundesliga,1920,Werder Bremen,Jiří Pavlenka,CZE,GK,27,1992,33,33,2970,33.0,67,2.03,173,107,61.8,8,6,19,4,12.1,1,1,0,0,0.0
GER-Bundesliga,1920,Werder Bremen,Stefanos Kapino,GRE,GK,25,1994,1,1,90,1.0,2,2.0,6,4,66.7,0,1,0,0,0.0,0,0,0,0,
GER-Bundesliga,1920,Wolfsburg,Koen Casteels,BEL,GK,27,1992,26,26,2340,26.0,38,1.46,102,68,66.7,11,6,9,5,19.2,4,4,0,0,0.0
GER-Bundesliga,1920,Wolfsburg,Pavao Pervan,AUT,GK,31,1987,8,8,720,8.0,8,1.0,37,30,81.1,2,4,2,3,37.5,1,1,0,0,0.0
GER-Bundesliga,2021,Arminia,Stefan Ortega,GER,GK,27,1992,34,34,3060,34.0,52,1.53,167,120,71.9,9,8,17,11,32.4,6,5,1,0,16.7
GER-Bundesliga,2021,Augsburg,Rafał Gikiewicz,POL,GK,32,1987,34,34,3060,34.0,55,1.62,175,128,72.0,10,6,18,7,20.6,10,6,2,2,25.0
GER-Bundesliga,2021,Bayern Munich,Alexander Nübel,GER,GK,23,1996,1,1,90,1.0,2,2.0,4,2,50.0,0,1,0,0,0.0,0,0,0,0,
GER-Bundesliga,2021,Bayern Munich,Manuel Neuer,GER,GK,34,1986,33,33,2970,33.0,42,1.27,122,81,66.4,24,5,4,9,27.3,3,1,1,1,50.0
GER-Bundesliga,2021,Dortmund,Marwin Hitz,SUI,GK,32,1987,16,16,1395,15.5,16,1.03,43,29,67.4,11,2,3,7,43.8,2,2,0,0,0.0
